Gothica,Gothica |,Female |,,Goblin |,Alive |,Liscor's Dungeon | Flooded Waters Tribe | Fellowship of the Inn |,Izril |,Liscor | Goblinhome |,Layabout |,Rogue |,https://wiki.wanderinginn.com/images/1/11/Gothica-by-lechat.jpg,3,261,8
Rasktooth,Rasktooth |,Male |,,Goblin |,Alive |,Liscor's Dungeon | Flooded Waters Tribe | Fellowship of the Inn | Silver Swords |,Izril |,Liscor | Goblinhome | Great Plains | New Lands |,Chef | Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/0/0b/Rasktooth_and_Infinitypear_by_Artsy_Nada.jpg,3,371,8
Deskie,Deskie |,Female |,81 |,Gnoll |,Alive |,Longstalker's Fang Tribe |,Izril |,Great Plains |,Artisan |,Non-combat |,,3,179,7
Loran,Loran Grimnar |,Male |,,Human |,Alive |,Earthers |,Baleros |,Lorandia |,Monarch |,Non-combat |,,3,121,2
Wuvren,Wuvren Sitil |,Female |,59 |,Human |,Alive |,Magnolia Reinhart |,Izril |,North Izril |,Noble |,Non-combat |,https://wiki.wanderinginn.com/images/a/ac/Wuvren_by_pkay.png,3,154,4
Zanthia,Zanthia |,Female |,62 |,Human |,Alive |,Magnolia Reinhart |,Izril |,North Izril |,Noble |,Non-combat |,https://wiki.wanderinginn.com/images/e/ec/Zanthia_by_Tomeo.png,3,169,4
Reynold,Reynold Ferusdam | [Butler] |,Male |,,Human |,Alive |,Magnolia Reinhart |,Izril |,Invrisil |,Vassal |,Warrior |,,3,1089,1
Nalthaliarstrelous,Nalthaliarstrelous | Nalthal | Nalth |,Male |,70 |,Human |,Alive |,Magnolia Reinhart |,Izril |,Invrisil |,Druid |,Mage |,https://wiki.wanderinginn.com/images/b/bb/Nathal_by_Jawjee.jpg,3,235,4
Luciva,Luciva Skybreath | Dragonspeaker of Manus | Dragonspeaker Luciva Skybreath | Dragonspeaker Luciva |,Female |,,Drake |,Alive |,Manus |,Izril |,Manus |,Monarch |,Leader |,,3,300,6
Lulv,Lulv | Spearmaster Lulv | Lulv the Battle Wolf | Yulre |,Male |,,Gnoll |,Alive |,Manus |,Izril |,Manus |,Noble | Soldier |,Warrior |,,3,656,6
Torreb,Torreb | Torreb the Undefeated | Torreb the Unbreakable |,Male |,80 |,String Person |,Deceased |,Unaffiliated |,Chandrar |,Meneretorre |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/6/60/Weird_club_man_by_Brack.jpg,3,337,9
Merr,Merr | Merr the Storm |,Female |,,String Person |,Alive |,Unaffiliated |,Chandrar |,Zeikhal |,Crime |,Leader |,https://wiki.wanderinginn.com/images/a/ac/Merr_the_storm-by-lire.png,3,482,8
Anazurhe,Anazurhe | Witch Anazurhe | Witch A |,Female |,,Goblin |,Alive |,Molten Stone Tribe | Witches |,Izril |,Deuse Valley |,Chieftain | Witch |,Mage | Leader |,https://wiki.wanderinginn.com/images/f/fb/Anazurhe_by_LightsResonance.png,3,215,7
Taganchiel,Taganchiel | Tagan |,Male |,,Goblin |,Alive |,Mountain City Tribe | Flooded Waters Tribe |,Izril |,Dwarfhall's Rest | Goblinhome |,Shaman |,Mage |,,3,118,8
Poisonbite,Poisonbite | Poisonbite |,Female |,,Hobgoblin | Goblin |,Alive |,Mountain City Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,,3,413,3
Inkpaper,Inkpaper |,Male |,,Hobgoblin | Goblin |,Alive |,Mountain City Tribe | Flooded Waters Tribe | The Wandering Inn |,Izril |,Dwarfhall's Rest | Goblinhome | The Wandering Inn |,Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/e/ef/Inkpaper_by_ArtsyNada.png,3,31,9
Etrikah,Etrikah | Great Sage of Nerrhavia's Fallen | GSNF |,Female |,,Beastkin |,Alive |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia’s Fallen |,Vassal | Intellect |,Mage |,,3,170,8
Thelican,Thelican | General Thelican |,Male |,,String Person |,Deceased |,Nerrhavia's Fallen |,Chandrar |,Nerrhavia's Fallen |,General |,Leader |,,3,541,6
Zenol,Zenol Isphel | Prince Zenol |,Male |,,String Person |,Alive |,Nerrhavia's Fallen | Horns of Hammerad |,Chandrar |,Nerrhavia's Fallen |,Royal | Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/9/99/Zenol.jpg,3,308,8
Alked,Alked Fellbow |,Male |,,String Person |,Alive |,Nerrhavia's Fallen | Khelt |,Chandrar |,Khelt |,Adventurer |,Archer |,,3,354,6
Zamea,Zamea | Tallest Strider | Shepherd Zamea |,Female |,,Half-Giant |,Alive |,Unaffiliated |,Chandrar |,Reim |,Vassal | Soldier |,Warrior |,,3,214,6
Deniusth,Deniusth | Deni | The Duelist of Strings | Deniusth the Violinist | Conqueror of Chalence | Lord Deniusth | Music Maker |,Male |,,Human |,Alive |,Orchestra |,Izril |,Adventurer's Haven |,Adventurer |,Warrior | Leader |,,3,389,1
Talia,Talia Kallinad | Lady-Dame Talia Kallinad | Dame Talia | Tal |,Female |,28 |,Human |,Alive |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/6/6a/Talia_portrait-by-cortz.jpg,3,1083,6
Raim,Raim |,Male |,,Human |,Deceased |,Order of Seasons |,Terandria |,Pheislant |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/a/a0/Ser_Raim_on_Fire_by_Dr.Replig8r.jpg,3,272,6
Vess,Vess |,Male |,16 |,Drake |,Alive |,Order of Solstice |,Izril |,Luldem |,Knight | Soldier |,Mage |,https://wiki.wanderinginn.com/images/6/65/Vess_by_Fiore.png,3,562,8
Mivifa,Mivifa Selifscale | Oldblood of Feathers | Mivifa of Feathers | Mivifa the Flier | Mividel Maxiclaw | Mivi |,Female |,44 |,Drake |,Alive |,Oteslia |,Izril |,Oteslia |,Adventurer |,Archer |,,3,498,7
Shirka,Shirka |,Female |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,General |,Leader |,,3,185,7
Edellein,Edellein Blackwing |,Male |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,General |,Leader |,,3,189,7
Thrissiam,Thrissiam Blackwing |,Male |,,Drake |,Deceased |,Pallass |,Izril |,Pallass |,General |,Leader |,,3,188,4
Venim,Venim |,Male |,,Drake |,Alive |,Pallass |,Izril |,Pallass | Liscor |,Guard |,Warrior |,,3,311,5
Mirn,Mirn |,Male |,,Drake |,Alive |,Pallass |,Izril |,Pallass |,Innkeeper | Guard |,Warrior |,,3,698,7
Duln,Duln |,Male |,,Dullahan |,Deceased |,Pallass |,Izril |,Pallass |,General |,Leader |,,3,142,7
Esor,Esor Ventail |,Male |,41 |,Garuda |,Alive |,Pallass |,Izril |,Pallass |,Strategist |,Leader |,,3,78,8
Bevussa,Bevussa Slenderscale |,Female |,,Garuda |,Alive |,Pallass |,Izril |,Pallass |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/b/b6/Bevussa_by_flauschesoeckchen.PNG,3,860,5
Ferkr,Ferkr Shallenside | Ferkr of Pallass |,Female |,,Gnoll |,Alive |,Pallass |,Izril |,Pallass |,Mage |,Mage |,,3,186,6
Felkhr,Felkhr | Felk | Flying Gnoll of Pallass | That Idiot with the Wings |,Male |,,Gnoll |,Alive |,Pallass |,Izril |,Pallass |,Artisan | Layabout |,Non-combat |,https://wiki.wanderinginn.com/images/c/c8/Felkhr_by_DemonicCriminal.jpg,3,500,6
Osthia,Osthia Blackwing | Asrira Shieldscale | Osthmissa Shieldscale | Captain Shieldscale |,Female |,,Drake |,Alive |,Pallass | Salaszar |,Izril |,Pallass |,Soldier |,Warrior |,,3,751,4
Geraeri,Geraeri |,Female |,61 |,Centaur |,Alive |,Unaffiliated |,Chandrar |,Jecrass |,Monarch |,Leader |,,3,69,8
Prophet,Prophet | Prophet |,Male |,,Human |,Alive |,Unaffiliated |,Chandrar |,Zeikhal |,Priest |,Priest |,,3,61,2
Xherw,Xherw |,Male |,60 |,Gnoll |,Deceased |,Plain's Eye Tribe |,Izril |,Great Plains |,Chieftain |,Leader |,https://wiki.wanderinginn.com/images/7/74/Xherw_shaded_by_butts.png,3,529,1
Ulcreziek,Ulcreziek | Ulcre |,Male |,,Gnoll |,Deceased |,Plain's Eye Tribe |,Izril |,Great Plains |,Shaman |,Mage |,,3,201,8
Merish,Merish | Chief Warrior Merish |,Male |,33 |,Gnoll |,Alive |,Plain's Eye Tribe |,Izril |,Great Plains |,Chieftain | Soldier |,Warrior | Leader |,https://wiki.wanderinginn.com/images/a/a7/Chief_Warrior_Merish_Frost_Breath_by_Brack.png,3,961,7
Eltistiman,Eltistiman Verdue |,Male |,35 |,Human |,Alive |,Players of Celum |,Izril |,Invrisil |,Performer | Mage |,Mage |,,3,105,5
Grev,Grev Redigal | Grev the Player |,Male |,13 |,Human |,Alive |,Players of Celum |,Izril |,Celum | Invrisil |,Performer | Crime |,Non-combat |,https://wiki.wanderinginn.com/images/d/d9/Grev_by_Enuryn.png,3,434,2
Wesle,Wesle Salkie | Fuzzylips,Male |,,Human | ,Alive |,Players of Celum |,Izril |,Celum | Invrisil |,Performer |,Non-combat |,,3,577,1
Salthorn,Salthorn |,Nonbinary |,,Selphid |,Alive |,Pomle |,Chandrar |,Pomle |,Soldier |,Warrior |,,3,141,7
Peggy,Peggy |,Female |,,Hobgoblin | Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Goblinhome | The Wandering Inn |,Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/c/cf/Peggy_cutout_by_ArtsyNada.jpg,3,275,9
Raidpear,Raidpear |,Male |,,Hobgoblin | Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Riverfarm |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/0/0e/Gobo_study_raidpear_by_mg.jpg,3,135,7
Grunter,Grunter | Grunter |,Male |,,Hobgoblin | Goblin |,Deceased |,Redfang Tribe | Flooded Waters Tribe |,Izril |,North Izril | Esthelm |,Soldier |,Warrior | Leader |,https://wiki.wanderinginn.com/images/e/ea/Gobo_study_grunter_by_mg.jpg,3,108,3
Thunderfur,Thunderfur |,Male |,,Wolf |,Deceased |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,,3,114,5
Minizi,Minizi | Mini-Gazi |,Female |,1 |,Golem |,Active |,Reim |,Chandrar |,Reim |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/7/73/Minizisword-by-artsynada.gif,3,265,7
Maresar,Maresar Crusland | Maresar the Wolf |,Female |,,Human |,Deceased |,Reim |,Chandrar |,Reim |,Noble | Crime |,Archer |,,3,305,4
Venith,Venith Crusland |,Male |,,Human |,Alive |,Reim |,Chandrar |,Reim |,Noble |,Leader |,,3,706,4
Calac,Calac Crusland | Carn Thustone |,Male |,,Human |,Alive |,Reim |,Chandrar | Wistram |,Reim | Wistram |,Child | Vassal |,Mage |,,3,434,4
Takhatres,"Takhatres | Takhatres, Lord of the Skies |",Male |,,Garuda |,Alive |,Reim | Seven |,Chandrar |,Reim |,Vassal |,Warrior |,https://wiki.wanderinginn.com/images/f/f9/Takhatres_by_flauschesoeckchen.PNG,3,304,2
Drevish,Drevish | The King's Architect |,Male |,,Human |,Deceased |,Reim | Seven |,Chandrar |,Reim |,Smith | Vassal |,Non-combat |,,3,278,2
Queravia,Queravia | Gambler of Fates |,Female |,,String Person |,Deceased |,Reim | Seven |,Chandrar |,Reim |,Strategist |,Leader |,,3,65,4
Calidus,Calidus Reinhart |,Male |,35 |,Human |,Alive |,Reinhart Family | Assassin's Guild |,Izril |,North Izril |,Noble | Layabout |,Non-combat |,,3,326,9
Elosaith,Elosaith Soulbound |,Male |,,Human |,Alive |,Rheirgest |,Izril |,Rheirgest |,Mayor | Mage |,Mage |,,3,55,10
Riqre,Riqre'ma Medaale | Emir Riqre | Riqre |,Male |,,,Deceased |,Roshal |,Chandrar |,Roshal |,Crime |,Non-combat |,,3,402,8
Ci,Ci | Moonlight Rider | Moonlight Duo |,Male |,,Human |,Deceased |,Runner's Guild |,Izril |,Invrisil |,Courier | Runner |,Non-combat |,,3,120,7
Tritel,Tritel | Trit | Moonlight Rider | Moonlight Duo |,Male |,,Human |,Deceased |,Runner's Guild |,Izril |,Invrisil |,Courier | Runner |,Non-combat |,,3,177,1
Delanay,Delanay d'Artien |,Male |,,Human |,Alive |,Runner's Guild |,Izril |,Celum | North Izril |,Runner | Noble |,Warrior |,https://wiki.wanderinginn.com/images/f/fb/Vamp_hunter_by_demoniccriminal.jpg,3,258,7
Salamani,Salamani | Salamani the Haste Mage | Salamani the Mage Runner | Mage Rider |,Male |,,Human | Lizardfolk |,Alive |,Runner's Guild |,Izril |,North Izril |,Courier | Runner |,Non-combat |,https://wiki.wanderinginn.com/images/1/1d/Salamani_by_JackEnza.png,3,523,7
Fals,Fals Lenestre | Fleetfoot Fals |,Male |,23 |,Human |,Alive |,Runner's Guild | Fellowship of the Inn |,Izril |,Celum |,Runner |,Non-combat |,https://wiki.wanderinginn.com/images/7/74/M6_run_by_Butts.png,3,731,1
Mihaela,Mihaela Godfrey | The Courier of the First Antinium Wars | Speed Herself |,Female |,57 |,Human |,Alive |,Runner's Guild | The Adventurer's Haven,Izril |,First Landing |,Courier | Runner |,Warrior |,https://wiki.wanderinginn.com/images/3/37/Mihaela_by_Brack.jpg,3,715,2
Periss,Periss Veldant |,Female |,,Drake |,Deceased |,Salaszar |,Izril |,Salazsar |,Soldier |,Leader |,https://wiki.wanderinginn.com/images/9/93/Periss_by_LiRe.jpg,3,175,2
Zail,Zail Gemscale |,Male |,83 |,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,3,481,6
Navine,Navine Gemscale |,Female |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,3,236,6
Khorpe,Khorpe | Gemsting |,Male |,,Drake |,Deceased |,Salazsar |,Izril |,Salazsar |,Assassin |,Rogue | Archer |,,3,135,9
Jelaim,Jelaim | Serpent Hunter Jelaim |,Male |,,String Person |,Alive |,Reim |,Chandrar |,Reim |,Soldier | Vassal |,Rogue | Leader |,,3,56,6
Hekusha,Hekusha | Healer of Tenbault | Hekky |,Female |,42 |,Human |,Alive |,Shield of Tenbault |,Izril |,Tenbault |,Doctor | Mage |,Non-combat |,https://wiki.wanderinginn.com/images/b/bc/Healer_of_Tenbault_by_GridCube.png,3,236,1
Silent Queen,Silent Queen | The Queen of the Silent Antinium | Silent Queen |,Female |,,Antinium |,Alive |,Silent Antinium |,Izril |,Hivelands |,Monarch |,Leader |,,3,148,5
Akrisa,Akrisa Silverfang |,Female |,42 |,Gnoll |,Alive |,Silverfang Tribe |,Izril |,Great Plains |,Chieftain |,Non-combat |,,3,349,1
Satar,Satar Silverfang |,Female |,19 |,Gnoll |,Alive |,Silverfang Tribe |,Izril |,Great Plains |,Shaman |,Non-combat |,,3,652,1
Ekirra,Ekirra Silverfang |,Male |,8 |,Gnoll |,Alive |,Silverfang Tribe | Liscor |,Izril |,Liscor |,Child |,Non-combat |,https://wiki.wanderinginn.com/images/8/84/Ekirra_by_ArtsyNada.jpg,3,799,7
Xesci,Xesci |,Female |,,Drake |,Alive |,Salaszar |,Izril |,Salazsar |,Assassin |,Rogue |,,3,326,8
Suxhel,Suxhel |,Female |,,Gazer |,Alive |,Stargazer's Promise |,Izril |,Great Plains |,Adventurer |,Mage |,,3,97,7
Lehra,Lehra Ruinstrider | Stargnoll |,Female |,,Gnoll |,Alive |,Stargazer's Promise |,Izril |,Great Plains |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/5/5e/Lehra_shaded_by_butts.png,3,709,7
Iraz,Iraz Steelfur |,Male |,,Gnoll |,Deceased |,Steelfur Tribe |,Izril |,Great Plains |,Chieftain |,Warrior | Leader |,,3,231,7
Linvios,Linvios Reiscale | Maestro |,Male |,,Drake |,Alive |,Symphony | Salazsar |,Izril |,Salazsar |,Assassin | ,Rogue |,https://wiki.wanderinginn.com/images/a/ae/Linvios_reiscale_by_Fiore.png,3,269,9
Cotm,Cotm |,Male |,,Fraerling |,Alive |,Tallguard |,Baleros |,Paeth |,Guard |,Archer |,,3,258,8
Eirnos,Eirnos | Iuncuta Eirnos |,Female |,,Fraerling |,Alive |,Tallguard | Forgotten Wing Company |,Baleros |,Elvallian |,Guard |,Leader |,,3,138,9
Eldertuin,Eldertuin Terland | Eldertuin the Fortress | Eldert | Eld |,Male |,51 |,Human |,Alive |,House Terland | The Adventurer's Haven |,Izril |,Adventurer's Haven | First Landing |,Farmer | Adventurer | Guard |,Warrior |,,3,325,7
Barnethei,Barnethei |,Male |,34 |,Human |,Alive |,The Adventurer's Haven |,Izril |,Adventurer's Haven |,Innkeeper |,Non-combat |,,3,265,9
Larracel,Larracel Delais | Larra | Larracel the Haven | Larrecel of Havens |,Female |,,Human |,Alive |,The Adventurer's Haven |,Izril |,Adventurer's Haven |,Innkeeper | Mage |,Non-combat |,https://wiki.wanderinginn.com/images/d/d6/LarracelMugshot-by-Amiel.png,3,574,9
Maran,Maran |,Female |,,Human |,Alive |,The Frenzied Hare |,Izril |,Celum |,Innkeeper |,Non-combat |,,3,174,2
Safry,Safry |,Female |,22 |,Human |,Alive |,The Frenzied Hare | The Wandering Inn |,Izril |,Celum |,Innkeeper |,Non-combat |,,3,216,2
The Duck,The Duck |,Nonbinary |,,Mind | Selphid |,Alive |,The Minds |,Baleros |,Gathering Citadel |,Layabout |,Non-combat |,https://wiki.wanderinginn.com/images/e/ef/DuckMind-by-Brack.jpg,3,20,9
Nailren,Nailren | Nailren of the Fletchsing Tribe |,Male |,36 |,Gnoll |,Alive |,The Pride of Kelia |,Izril |,Liscor | Great Plains |,Adventurer | Chieftain | Assassin |,Warrior |,,3,309,5
Abebi,Abebi |,Female |,,Human |,Alive |,Unaffiliated |,Terandria |,Noelictus |,Secretary |,Non-combat |,,3,116,7
Liska,Liska Coresh Silverfang |,Female |,17 |,Gnoll |,Alive |,The Wandering Inn |,Izril |,Liscor |,Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/0/08/Liska_cutout_by_Butts.jpg,3,603,7
Neranthei,Neranthei |,Female |,,Human |,Alive |,Thronebearers | Calanfer |,Terandria |,Calanfer |,Knight |,Warrior |,,3,55,7
Spitty,Spitty |,Male |,,Camel |,Alive |,Tiqr | Pomle |,Chandrar |,Zeikhal |,Layabout |,Non-combat |,,3,147,8
Peki,Peki | Peki of Pomle |,Female |,,Garuda |,Alive |,Titan's School |,Baleros |,Elvallian |,Soldier |,Leader | Warrior |,https://wiki.wanderinginn.com/images/d/df/Peki-Axe_Kick.png,3,516,6
Todi,Todi | Captain Todi | Todi the Toad |,Male |,,Human |,Alive |,The Wandering Inn |,Izril |,Invrisil |,Adventurer |,Warrior |,,3,519,7
Menrise,Menrise | Menny |,Female |,31 |,Human |,Alive |,Unaffiliated |,Terandria |,Tourvecall |,Noble |,Mage |,https://wiki.wanderinginn.com/images/5/5e/Mystic.png,3,342,9
Twisted Queen,Twisted Queen | The Queen of the Twisted Antinium | Twisted Queen |,Female |,,Antinium |,Alive |,Twisted Antinium |,Izril |,Hivelands |,Monarch |,Leader |,https://wiki.wanderinginn.com/images/8/88/Prank-by-brack.jpg,3,157,5
Tesy,Tesy | Sellme |,Male |,18 |,Drake |,Deceased |,Unaffiliated |,Izril |,Salazsar | Liscor |,Crime |,Rogue |,,3,956,8
Ekrn,Ekrn |,Male |,,Fraerling |,Alive |,Unaffiliated |,Baleros |,Fraerling Village |,Guard |,Leader | Warrior |,https://wiki.wanderinginn.com/images/5/5c/Ekrn-by-artsynada.jpg,3,558,8
Wer,Wer | Wer | Wanderer | Wer the Wanderer | Etrh |,Male |,,Gnoll |,Alive |,Unaffiliated |,Izril |,Salazsar |,Guard | Runner |,Non-combat |,https://wiki.wanderinginn.com/images/a/ab/Wer_shaded_by_butts.png,3,427,6
Qwera,Qwera | Golden Gnoll | Qwera Hatail |,Female |,,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains |,Merchant |,Non-combat |,,3,522,1
Belchaus,Belchaus Meron | Lord of the Dance | Lord of Jigs | Lord Bel | Best [Lord] in the World |,Male |,,Human |,Alive |,Unaffiliated |,Terandria |,Nadel |,Noble |,Leader |,,3,333,5
Doubte,Doubte | Hero of Zethe | Doubte of Zethe |,Male |,,Human |,Alive |,Unaffiliated |,Chandrar |,Zeith |,Farmer |,Warrior |,,3,258,6
Alber,Alber |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Reizmelt | Invrisil |,Performer |,Warrior |,https://wiki.wanderinginn.com/images/2/22/Alber_%28Cut-out%29.png,3,289,6
Erek,Erek |,Male |,,Orangutan |,Alive |,Unaffiliated |,Sea | Baleros |,Elvallian | Boat |,Runner | Courier |,Non-combat |,https://wiki.wanderinginn.com/images/4/4d/Erek_by_Brack.png,3,371,7
Bessachidia,Bessachidia |,Female |,,Antinium |,Deceased |,Unaffiliated |,Rhir |,Demon Kingdom |,Monarch | Intellect |,Leader |,,3,14,6
Yinah,Yinah |,Female |,,Cat |,Alive |,Unaffiliated |,Chandrar |,Illivere |,Layabout |,Non-combat |,https://wiki.wanderinginn.com/images/9/93/Yinah_by_Enuryn.png,3,154,7
Reagen,Reagen | Reagen Redfang |,Male |,,Cat |,Alive |,Stitchworks | The Wandering Inn |,Izril |,The Wandering Inn |,Layabout |,Non-combat |,https://wiki.wanderinginn.com/images/1/14/Reagen_by_ArtsyNada_Cutout.jpg,3,81,9
Omniscel,Omniscel | Omniscel the Omnipotent | Enchanter Omniscel |,Male |,,Drake |,Alive |,Unaffiliated |,Chandrar |,Savere |,Enchanter |,Non-combat |,https://wiki.wanderinginn.com/images/e/ea/Omniscel_the_Omnipotent_by_MG.jpg,3,36,8
Ilekrome,Ilekrome | Enchanter Ilekrome |,Male |,,Fraerling |,Alive |,Unaffiliated |,Baleros |,Paeth |,Enchanter | Mayor |,Non-combat |,,3,208,8
Curulac,Curulac | Curulac of a Hundred Days |,Male |,,Goblin |,Deceased |,Unaffiliated |,Terandria |,Erribathe |,Monarch |,Leader |,,3,45,3
Tallis,Tallis | Tallis the Stormbreaker |,Male |,,Goblin |,Deceased |,Unaffiliated |,Izril |,North Izril |,Noble | Shaman |,Mage |,,3,34,4
Irurx,Irurx | Alchemist of Change | Irurx the Alchemist | Alchemist Irurx | Alchemist I | Writhing Alchemist | Alchemist of Horrors |,Male |,312 |,Half-Elf |,Alive |,Unaffiliated |,Terandria | Sea |,Gaiil-Drome | Boat |,Alchemist | Sailor |,Archer |,https://wiki.wanderinginn.com/images/7/7e/Facerip.jpg,3,319,8
Eater of Spears,Eater of Spears |,Male |,,Hobgoblin | Goblin |,Deceased |,Unaffiliated |,Izril |,Goblinhome | ,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/1/16/Gobo_study_speareater_by_mg.jpg,3,236,4
Nesor,Nesor |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Invrisil |,Secretary | Mage |,Mage |,,3,142,4
Rastandius,Rastandius | Rastandius the All-Seeing | Master Rastandius | Morungdervei |,Male |,75 |,Human |,Deceased |,Unaffiliated |,Izril |,North Izril |,Performer |,Non-combat |,,3,118,9
Barelle,Barelle | Barelle the Bard | Meddling Storyteller |,Male |,,Human |,Alive |,Unaffiliated |,Chandrar | Izril |,Invrisil | ,Performer |,Non-combat |,,3,178,7
Thivian,Thivian Stormless | The Lightning Thief |,Male |,,Human |,Deceased |,Unaffiliated |,Sea |,Boat |,Crime | Adventurer |,Rogue |,,3,75,6
Itkisa,Itkisa |,Female |,,Human |,Alive |,Unaffiliated |,Chandrar |,Meneretorre |,Vassal |,Warrior |,,3,117,9
Velzimri,Velzimri | Sage of a Hundred Thousand SecretsVelzi |,Male |,600 |,String Person |,Deceased |,Unaffiliated |,Chandrar |,Khelt |,Alchemist |,Non-combat |,,3,68,8
Noa,Noa |,Female |,,Fraerling |,Alive |,Unaffiliated | ,Baleros |,Fraerling Village |,Guard |,Warrior |,https://wiki.wanderinginn.com/images/7/7d/Noa-by-artsynada.png,3,269,8
Zeladona,Zeladona Ischen | Great Zeladona | Zeladona of Blades |,Female |,,String Person |,Deceased |,Unaffiliated | ,Izril |,Liscor |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/6/6a/Zeladonna_Erin_by_butts.png,3,252,8
Doroumata,Doroumata | Shadeward Doroumata | Depth Mage Doroumata |,Female |,,Drowned Person |,Alive |,Undersea Crews |,Sea |,Boat |,Archmage | Mage |,Mage |,,3,148,8
Siri,Siri |,Female |,,Human |,Alive |,United Nations | Bushrangers | Earthers,Baleros |,Talenqual |,Adventurer |,Archer |,,3,459,3
